Session_Duration,Data_Usage_MB
96.57285483473231,18.39544546155676
306.6352446494679,56.68329703648817
209.90499618785637,42.440528908001916
88.08696502797352,21.31310721726766
296.09915020742005,59.351162718270565
111.4282281451502,21.503866065373547
295.7579390530205,58.81069075160649
95.36582307187538,19.068540492859487
287.24457872964507,59.10093746556934
194.17563742605077,40.245622418158966
298.0082868121674,61.45735642643153
266.0109609638223,53.0860724663973
300.9623650536952,60.77165825108813
312.18499261815725,60.808365065526985
211.70143680101302,39.55882785549358
204.2934483241794,41.682353579104706
303.1556171390264,59.36852327876961
98.07639035218878,20.603094684667226
295.75599081911577,59.13627263903298
73.80254895910255,21.643805008750448
94.55617275474818,20.22184517941973
190.1333552532028,40.731061634475736
174.51325130828232,38.42273493495772
305.0622549288503,63.406039286706594
96.07891846867842,17.072970103735763
90.80575765766197,23.09986881003508
110.30999522495951,21.862560238232398
283.69500371857714,58.48787053362389
299.49856722181465,61.43271348075186
202.38871634688164,38.19934936852361
225.4658743641516,43.09739578165344
294.7853111375827,60.07109800697462
304.9133336003474,61.13626156507096
191.23560041939436,40.64937576874593
329.6354847450837,47.38498876919067
100.05113456642461,19.530825733249706
309.34225649327846,60.38163126495182
300.38817302355864,58.753574825383446
91.53206281931595,16.97030555062827
87.39880436098005,74.06314119630292
103.31263431403563,21.95109025424472
187.92779142200357,36.3574341616368
304.23843342332225,62.16235293098685
189.92333789383068,38.20182206366793
206.56516857404046,39.39342204269832
299.93621886946704,62.219916208335036
303.0725235915145,59.95095787785886
310.96890861863847,43.912854284455406
287.1484294379394,60.305195453800835
302.6154189901133,59.6713492067867
93.1997527842151,20.464507394322005
293.89392674765986,57.29267684900322
102.2745993460413,22.614285508564855
200.2941220911073,41.49399487373635
85.21478009632573,18.560311583210584
118.65774511144757,20.947665841823575
297.8447453244435,61.07631338369394
93.98293387770603,23.704556369017876
90.91975924478788,17.175392597329417
294.40219593605934,60.320969866101336
292.11419162931566,60.756069773276764
294.7948594470254,59.269311924352955
94.70239796232961,21.02653486622671
208.28172790053335,38.79633858434249
212.99661491810332,43.16140615610471
305.6929190247111,58.313036862243194
93.99361310081196,19.416612500413446
299.10137560247335,59.66854560070016
106.25667347765007,18.285684887167434
213.89733048200083,42.37498808188881
107.3846657999541,20.34273656237994
313.15974170801024,59.626445940665434
206.18057223567257,51.558194471964164
291.7020307653884,59.71449198287459
296.39947622816607,60.934274898521245
188.6017410932398,76.04625047088615
286.3729404851588,59.91667845165507
312.01885641676824,60.11114217062966
324.6310464676419,61.67936236715187
104.73237624573545,19.854342174686256
306.9689976274535,59.510964701748236
194.30065626606853,38.04001230227887
296.44565391939113,60.56595073956728
280.2268439989817,58.80465711679428
225.5964004958752,34.143736601432494
203.3719024128204,38.13190144053822
109.15402117702074,20.65750221931937
97.65846625276664,19.53172608610164
297.79958642278683,56.547118252896624
185.5964431153307,38.996496292477154
182.62298790203212,35.77760867687034
203.8899962298613,39.60957083689695
91.91506397106812,18.996485912830927
107.91031947043047,18.18122509041052
100.13001891877907,22.907068154314633
104.96714153011233,19.72347139765763
288.17131003376124,61.715631064810395
287.87847150241157,62.05031140116679
208.18343565553957,39.06919973021963
194.34754033258014,40.69614981207291
84.49336568933867,20.137125949612056
286.64475775102903,60.815040288569904
102.59882794248423,21.56364574355462
185.25181142123964,13.492853438056644
114.02794310936099,17.19629787441544
202.689109781725,40.03777720234538
302.1636546062387,59.9246428358263
190.4897511388076,39.655790675599306
109.63376129244321,20.825561853872998
303.83183860597114,60.50049315793042
184.86939254797946,42.75358584116433
108.12525822394198,22.712480057141647
80.81228784700959,19.946972249101567
92.16746707663764,19.35587696758865
309.60971137731156,59.38788694046767
201.17211318258597,37.6809706484336
227.7759028000821,34.39820442222476
302.07778001377187,58.643525062343386
293.9491940377256,57.86661943560349
217.29527946879338,35.69241354646168
287.72708663411504,61.916515232847765
206.18042320650392,41.541357852736624
100.87047068238171,19.401985299068265
206.23215817089408,44.59821673900773
299.4713616108215,58.18347570035632
196.96918218328207,36.256650454105454
291.45903656493925,59.78643077246806
293.11669307772837,59.42316668365526
198.6255218569686,43.71344893592038
190.09403363848986,39.03584247504102
103.24083969394795,19.229835439167367
306.6855368965211,58.305439718013574
312.4092158041802,60.17351195143929
298.97665926815387,58.56668933909936
211.44802116191843,41.954173753917395
313.4971330805805,61.322459635424174
179.44238565090947,44.06161712249624
90.09463674869312,18.867404540794457
295.57080555722257,58.203183161116726
204.9551774513075,38.30882634158807
188.2218961874246,41.38631042278981
226.27763519861207,37.57510514393454
100.67528204687923,17.150503627573087
200.90965469832472,37.96851486546367
219.58893564717962,35.7095758661181
95.2082576215471,19.628682046672367
288.81145940944685,60.84445385503586
93.23077999694041,21.223352577681737
258.18453334013,45.70433325106971
206.85068612831802,43.4066969205418
177.2392013907158,60.23331767185421
304.00733750099505,58.53366713280217
102.50492850345877,20.69289641899395
206.0598473477655,42.59726558251037
199.74918087243023,40.35198214992634
104.47931504042771,73.13379210002212
99.27989878419666,22.007065795784047
97.80328112162488,20.714225143023494
100.58208718446,17.714059404338755
114.77894044741517,18.963459563452705
292.2806123153592,61.02907718999766
308.3003195540632,59.23497540171788
197.5025329957127,38.5209971960235
108.1351721736967,17.53827136713209
96.00542093482406,48.967237401259794
190.89040806135563,40.451181359428624
101.73180925851182,20.770634759457675
190.72609742554914,39.28954417977997
302.6585120958367,58.87727019516517
330.3101044307044,74.41763846800822
115.79212815507391,21.534869458305817
98.8435171761176,19.397792608821423
183.4679675845149,37.18652488025463
297.841000517653,58.53185442632654
100.91760776535503,16.024862170798215
89.87168879665576,20.628494665190548
88.49006422577698,20.751396036691343
191.41635548888038,42.038793246804026
305.108739670219,57.50771990659656
125.53971767208583,30.92719951279396
99.65288230294756,17.662643924760935
315.71780106333114,60.05289532795759
302.9691669869705,59.094022219926266
90.25318329772679,21.574169207484903
95.39361229040213,22.11424445243783
196.21676906431586,42.276907661479804
91.10485570374476,18.368379430069123
91.16142563798867,20.307450211891055
202.9395988533047,38.47917047388661
98.3871428833399,20.80810171362908
345.45235968870037,67.91735648344506
286.9796604969347,60.07212741999207
99.64173960890048,23.129287311628012
95.30525614065049,21.08512008717193
86.71813951101569,20.393722471738247
200.83762501988022,38.844059209414716
175.6982889601087,40.55936294430828
211.4050860582326,38.26928903301279
205.32583313775473,42.32390216028801
114.65648768921554,19.54844739902693
300.14734703351644,62.514655968412924
184.1572015157523,45.494376297563065
92.97946906122648,19.344675706804463
215.20293379023948,37.87699160314366
106.47688538100692,23.04605971281605
111.58595579007404,18.358635363296578
225.8381894901387,37.69795731133585
91.60782476777362,19.381575248297573
103.61395605508415,23.07607313293194
295.88906466130646,58.411179717166576
221.18545088337316,41.21494513288287
208.23512228449417,35.16185238643104
192.92762291666946,42.54880629106307
97.5461188399713,18.49252767128502
190.05205986893515,38.31945687940909
300.57252989775515,59.283513829852325
313.02892436457034,57.929847812677664
87.63049289121918,17.359086773831446
102.41962271566034,16.173439510684403
225.01753842983615,35.06385625727299
203.73089078717607,44.426068650848656
295.3858293554533,61.133086838738635
289.5642439959612,61.00450882324506
219.03220179374424,36.28655350351945
305.16300759668115,62.05294733629852
118.77541856979245,59.16894262947997
207.48943780462585,41.88503652779284
189.2190239438197,41.475757514519515
304.61657701744434,59.69543192093551
100.9707754934804,21.937289981065778
192.05856242277935,42.55730000438867
300.6927182997832,59.76648414691188
308.05034247371555,59.13466219571528
102.7669079933002,21.654366498072047
95.53485047932979,21.712797588646943
103.61636025047635,18.70976049078975
300.79465844343383,61.127080685057685
295.26084860608904,58.704013845480276
89.29107501938887,20.96494483048637
102.14093744130204,17.508522442576023
85.84629257949585,19.15870935446928
292.99505397292194,57.925800403553495
299.14375712036355,58.44713651637094
304.6124557044461,60.4668752318153
118.8618590121053,20.349155625663677
83.92516765438772,20.36926771706461
217.4137232935405,42.87781247825562
302.7008212966016,59.3821845508163
290.5339318986738,56.941151733359845
89.37696286273895,20.94718486127036
300.61894646118094,58.7080736980076
100.60230209941027,24.926484224970572
100.99651365087641,18.9930486917676
82.75082167486967,18.875424941518055
97.7653721467415,21.428000988184184
194.7194661596362,40.39222173185827
199.77180550516775,36.99241190608657
294.6990099284332,60.85589800288974
99.22898290585896,20.682303949633287
190.18135180119833,46.27716182705638
188.87683434106302,39.8214239318146
102.57550390722764,19.851108168467665
161.10479191917113,36.92683707599713
199.85303872583702,37.308236885542506
283.460463199681,59.86631994073082
200.77136022914556,36.76676566621208
194.3368176105268,43.266851790902095
204.1010717093259,45.62851251764766
191.37866934497077,39.35965854486446
102.93072473298682,18.571297163947264
302.3181988551713,63.113101197968156
108.22544912103189,17.558312700057954
102.08863595004756,16.08065975224045
198.178578859573,41.76495161945373
215.66574568585196,40.06301152489828
88.93665025993971,17.60758675183866
316.4859833990559,62.633011263664805
308.4673958947967,57.36189077036533
201.36220814301498,41.98639202356314
302.9327859687748,58.59018032050896
298.0884156250687,58.638654506937606
301.8849164648685,61.15629779083045
210.46784764064813,40.55002601721505
301.45493004046796,60.3723308794505
225.7273290719039,41.90175706695403
204.28418583158057,37.92127121421804
306.642686532354,58.7158742611367
108.2206015999449,23.793585965307894
102.96120277064576,20.52211054435978
197.38782556127336,43.29633055596157
222.88650805004394,50.50362847871419
209.75434542606752,41.888886525770836
258.9952471630677,74.18745358829717
285.03366463179316,59.472729773938035
210.29191547842424,39.52018441010972
201.1639515799126,41.78547107631074
214.15328144865543,38.592473043685885
203.87262272405707,37.51830716934303
55.43305514625215,70.40929317081137
208.96752326147913,41.83111079630039
198.69487821851772,41.20513516629683
199.7778423680913,39.13402408323959
307.40942038025315,62.8641249607052
181.76756040855184,38.54729778140125
99.86502775262066,17.8845781420882
309.4343774725106,60.101277722115164
296.32511280367805,58.725233445802814
105.21941565616898,20.593969346466373
97.35343166762044,25.440338333179238
103.43618289568461,16.47391968927453
294.8274169260598,58.377677994578406
105.8685709380027,24.380911251619956
302.7079712599553,59.377068129148796
215.3319787494611,38.22528583349251
200.54686207884578,38.04519895718255
262.17159029401955,16.4404282185696
300.0419495977455,60.070470890647115
213.95796502585952,40.03069918305876
201.7666036653398,50.85906765759859
210.795198505199,40.92189856262983
